Name,Date Practiced,Refresh Database,Tunes
The Derrygallen Bridge (26-03-25),"March 25, 2026 6:10 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Derrygallen Bridge (https://www.notion.so/The-Derrygallen-Bridge-15604f42e3e08039b236dafacb506a43?pvs=21)
John Walsh's Polka (26-03-25),"March 25, 2026 6:10 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),John Walsh's Polka (https://www.notion.so/John-Walsh-s-Polka-15404f42e3e0806faf35ee9f0f2e2b06?pvs=21)
The Gullane Polka (26-03-25),"March 25, 2026 6:17 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Gullane Polka (https://www.notion.so/The-Gullane-Polka-fff4b194d26648c892405955f27332ba?pvs=21)
Upperchurch Polka #1 (26-03-25),"March 25, 2026 6:17 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Upperchurch Polka #1 (https://www.notion.so/Upperchurch-Polka-1-ce94e991a3cb4fb1a03d2dafad5ac576?pvs=21)
Dancing Eyes (26-03-25),"March 25, 2026 6:24 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Dancing Eyes (https://www.notion.so/Dancing-Eyes-9ac74966ac09458ba3ca1887a748c2e6?pvs=21)
Down the Back Lane (26-03-25),"March 25, 2026 6:24 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Down the Back Lane (https://www.notion.so/Down-the-Back-Lane-8d8b3ba7d0b64912915933914a8ee886?pvs=21)
Páidín Ó Raifertaigh (26-03-25),"March 25, 2026 6:24 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Páidín Ó Raifertaigh (https://www.notion.so/P-id-n-Raifertaigh-14504f42e3e0802693f2e5ed4c81b8ea?pvs=21)
Bird in the Bush (26-03-25),"March 25, 2026 6:48 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Bird in the Bush (https://www.notion.so/Bird-in-the-Bush-127095877e7a42d4ba02594684b406a6?pvs=21)
Trip to Durrow (26-03-25),"March 25, 2026 6:48 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Trip to Durrow (https://www.notion.so/Trip-to-Durrow-2d004f42e3e080d296a2dccc031601c6?pvs=21)
The Castle Jig (26-03-25),"March 25, 2026 7:40 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Castle Jig (https://www.notion.so/The-Castle-Jig-1d304f42e3e08034b8bad8e0a0f8fd4a?pvs=21)
Miss McLeod's (26-03-26),"March 26, 2026 7:57 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Miss McLeod's (https://www.notion.so/Miss-McLeod-s-1b704f42e3e08058bdb7c8ee88937831?pvs=21)
The Green Mountain (26-03-26),"March 26, 2026 7:57 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Green Mountain (https://www.notion.so/The-Green-Mountain-10904f42e3e08022a9ead2f39eb15442?pvs=21)
Rolling in the Ryegrass (26-03-26),"March 26, 2026 7:57 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Rolling in the Ryegrass (https://www.notion.so/Rolling-in-the-Ryegrass-eb486d681a4a4c44b90de4d4fc87c15c?pvs=21)
Callaghan’s (26-03-27),"March 27, 2026 7:56 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Callaghan’s (https://www.notion.so/Callaghan-s-19404f42e3e080daae74ee2ae0a53b44?pvs=21)
The Glentaun (26-03-27),"March 27, 2026 7:56 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Glentaun (https://www.notion.so/The-Glentaun-18d04f42e3e0804d97a4ee7610a72523?pvs=21)
The Galtee Rangers (26-03-27),"March 27, 2026 7:56 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Galtee Rangers (https://www.notion.so/The-Galtee-Rangers-18a04f42e3e0808f9271ee8c5b361e56?pvs=21)
Upperchurch Polka #2 (26-03-27),"March 27, 2026 7:57 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Upperchurch Polka #2 (https://www.notion.so/Upperchurch-Polka-2-9531fd9e9548464bb0485fb52a8b0b7f?pvs=21)
Upperchurch Polka #1 (26-03-27),"March 27, 2026 7:57 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Upperchurch Polka #1 (https://www.notion.so/Upperchurch-Polka-1-ce94e991a3cb4fb1a03d2dafad5ac576?pvs=21)
As I Went Out Upon the Ice (26-03-27),"March 27, 2026 8:01 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),As I Went Out Upon the Ice (https://www.notion.so/As-I-Went-Out-Upon-the-Ice-2e6be37918bc4682ba07ab7e0b5a1c0f?pvs=21)
The Low Road to Glin (26-03-27),"March 27, 2026 8:21 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Low Road to Glin (https://www.notion.so/The-Low-Road-to-Glin-a7f0bc41ae0343feb99d7ea7f6adecb6?pvs=21)
The High Road to Glin (26-03-27),"March 27, 2026 8:21 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The High Road to Glin (https://www.notion.so/The-High-Road-to-Glin-993ca31a47dd4dac8f714a8e63bc81a3?pvs=21)
The Kinnard Polka (26-03-27),"March 27, 2026 8:30 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Kinnard Polka (https://www.notion.so/The-Kinnard-Polka-8cd47c2543e74821a69df6f40dcb4b5a?pvs=21)
Paddy Scanlon's Polka (26-03-27),"March 27, 2026 8:30 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Paddy Scanlon's Polka (https://www.notion.so/Paddy-Scanlon-s-Polka-fb6995895542481682e795b4f0bc2c0e?pvs=21)
Buddy Furey’s (26-03-27),"March 27, 2026 8:30 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Buddy Furey’s (https://www.notion.so/Buddy-Furey-s-e45acc6b1d97494dabd21653aaa01fd3?pvs=21)
Virginia Reel (26-03-27),"March 27, 2026 6:41 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Virginia Reel (https://www.notion.so/Virginia-Reel-a70cac6ef3b446bbb552f061102e6d0a?pvs=21)
The Lasses of Limerick (26-03-27),"March 27, 2026 6:41 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Lasses of Limerick (https://www.notion.so/The-Lasses-of-Limerick-f6d7f33d585e47b0b12b38a1e8102eac?pvs=21)
Martin Wynne’s #1 (26-03-27),"March 27, 2026 6:41 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Martin Wynne’s #1 (https://www.notion.so/Martin-Wynne-s-1-8cbd6ec8afd74af08f08ae0647b7ac52?pvs=21)
John Walsh's Polka (26-03-27),"March 27, 2026 7:06 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),John Walsh's Polka (https://www.notion.so/John-Walsh-s-Polka-15404f42e3e0806faf35ee9f0f2e2b06?pvs=21)
The Derrygallen Bridge (26-03-27),"March 27, 2026 7:06 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Derrygallen Bridge (https://www.notion.so/The-Derrygallen-Bridge-15604f42e3e08039b236dafacb506a43?pvs=21)
Monvara Bridge (26-03-27),"March 27, 2026 7:06 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Monvara Bridge (https://www.notion.so/Monvara-Bridge-15d04f42e3e0807083f1c2f67ae69bbe?pvs=21)
Paddy Scanlon's Polka (26-03-28),"March 28, 2026 9:41 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Paddy Scanlon's Polka (https://www.notion.so/Paddy-Scanlon-s-Polka-fb6995895542481682e795b4f0bc2c0e?pvs=21)
The Kinnard Polka (26-03-28),"March 28, 2026 9:41 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Kinnard Polka (https://www.notion.so/The-Kinnard-Polka-8cd47c2543e74821a69df6f40dcb4b5a?pvs=21)
Buddy Furey’s (26-03-28),"March 28, 2026 9:41 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Buddy Furey’s (https://www.notion.so/Buddy-Furey-s-e45acc6b1d97494dabd21653aaa01fd3?pvs=21)
Tom Billy’s (26-03-28),"March 28, 2026 9:41 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Tom Billy’s (https://www.notion.so/Tom-Billy-s-17d04f42e3e0809b8cc6c405fd8bb75e?pvs=21)
Lord Kitchener’s Pipes (26-03-28),"March 28, 2026 9:41 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Lord Kitchener’s Pipes (https://www.notion.so/Lord-Kitchener-s-Pipes-51f2528fac37420dbae11dd2eb3447e3?pvs=21)
The Road to Abbeyfeale (26-03-28),"March 28, 2026 9:42 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Road to Abbeyfeale (https://www.notion.so/The-Road-to-Abbeyfeale-2bd04f42e3e0809685c1d85abb7fcf24?pvs=21)
The Rathawuan Slide (26-03-28),"March 28, 2026 9:51 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Rathawuan Slide (https://www.notion.so/The-Rathawuan-Slide-f71cc10f0540437c9eeaac6cc283f79d?pvs=21)
The Hare in the Corn (26-03-28),"March 28, 2026 9:51 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Hare in the Corn (https://www.notion.so/The-Hare-in-the-Corn-b8637a86c93b4580b4c5d57b0a99897b?pvs=21)
The Munster Jig (26-03-29),"March 29, 2026 7:14 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Munster Jig (https://www.notion.so/The-Munster-Jig-b1bdf3f5de794d8a85be3b07b4ded564?pvs=21)
Humours of Lisheen (26-03-29),"March 29, 2026 7:14 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Humours of Lisheen (https://www.notion.so/Humours-of-Lisheen-96be6557804240c4b1f73ae7081b2ec1?pvs=21)
Drake’s Lad (26-03-29),"March 29, 2026 7:14 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Drake’s Lad (https://www.notion.so/Drake-s-Lad-002321b8de6c45499d1365d753ad7557?pvs=21)
Moss Murphys #1 (26-03-29),"March 29, 2026 7:15 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Moss Murphys #1 (https://www.notion.so/Moss-Murphys-1-9169545be89440eb8a13073fa4039b14?pvs=21)
Moss Murphys #2 (26-03-29),"March 29, 2026 7:15 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Moss Murphys #2 (https://www.notion.so/Moss-Murphys-2-c982ee29b72745789cce70be5aa5b88b?pvs=21)
John Joe Harnett’s (26-03-29),"March 29, 2026 7:15 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),John Joe Harnett’s (https://www.notion.so/John-Joe-Harnett-s-3caa6fe31e88400f92ad88ef663f29ab?pvs=21)
The Rathawuan Slide (26-03-29),"March 29, 2026 7:15 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Rathawuan Slide (https://www.notion.so/The-Rathawuan-Slide-f71cc10f0540437c9eeaac6cc283f79d?pvs=21)
The Hare in the Corn (26-03-29),"March 29, 2026 7:16 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Hare in the Corn (https://www.notion.so/The-Hare-in-the-Corn-b8637a86c93b4580b4c5d57b0a99897b?pvs=21)
The Anniversary Polka (26-03-29),"March 29, 2026 7:18 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Anniversary Polka (https://www.notion.so/The-Anniversary-Polka-23704f42e3e0806dbb32fdcdc277097e?pvs=21)
Daybreak (26-03-29),"March 29, 2026 7:18 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Daybreak (https://www.notion.so/Daybreak-23704f42e3e0804380a5ed1066afb67c?pvs=21)
Kerry Bar (26-03-29),"March 29, 2026 7:18 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Kerry Bar (https://www.notion.so/Kerry-Bar-23704f42e3e08034b97df27b6d50b073?pvs=21)
The Road to Abbeyfeale (26-03-29),"March 29, 2026 7:19 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Road to Abbeyfeale (https://www.notion.so/The-Road-to-Abbeyfeale-2bd04f42e3e0809685c1d85abb7fcf24?pvs=21)
Lord Kitchener’s Pipes (26-03-29),"March 29, 2026 7:20 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Lord Kitchener’s Pipes (https://www.notion.so/Lord-Kitchener-s-Pipes-51f2528fac37420dbae11dd2eb3447e3?pvs=21)
Buddy Furey’s (26-03-29),"March 29, 2026 7:24 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Buddy Furey’s (https://www.notion.so/Buddy-Furey-s-e45acc6b1d97494dabd21653aaa01fd3?pvs=21)
The Kinnard Polka (26-03-29),"March 29, 2026 7:24 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Kinnard Polka (https://www.notion.so/The-Kinnard-Polka-8cd47c2543e74821a69df6f40dcb4b5a?pvs=21)
Paddy Scanlon's Polka (26-03-29),"March 29, 2026 7:24 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Paddy Scanlon's Polka (https://www.notion.so/Paddy-Scanlon-s-Polka-fb6995895542481682e795b4f0bc2c0e?pvs=21)
Callaghan’s (26-03-29),"March 29, 2026 7:25 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Callaghan’s (https://www.notion.so/Callaghan-s-19404f42e3e080daae74ee2ae0a53b44?pvs=21)
The Glentaun (26-03-29),"March 29, 2026 7:25 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Glentaun (https://www.notion.so/The-Glentaun-18d04f42e3e0804d97a4ee7610a72523?pvs=21)
The Galtee Rangers (26-03-29),"March 29, 2026 7:25 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Galtee Rangers (https://www.notion.so/The-Galtee-Rangers-18a04f42e3e0808f9271ee8c5b361e56?pvs=21)
The Banks of Ilen (26-03-30),"March 30, 2026 7:19 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Banks of Ilen (https://www.notion.so/The-Banks-of-Ilen-8b72b7cf8f1d405e818817b4f00e6482?pvs=21)
The Scartaglin  (26-03-30),"March 30, 2026 7:19 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Scartaglin  (https://www.notion.so/The-Scartaglin-0ba8cae210a34568993196d502ccda1f?pvs=21)
Craig's Pipes  (26-03-30),"March 30, 2026 8:16 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Craig's Pipes  (https://www.notion.so/Craig-s-Pipes-24504f42e3e0801b8438d64a3c01b07c?pvs=21)
An Phís Fluich (26-03-30),"March 30, 2026 8:16 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),An Phís Fluich (https://www.notion.so/An-Ph-s-Fluich-31b04f42e3e080749322e8ce38594425?pvs=21)
Donnybrook Fair (26-03-30),"March 30, 2026 8:23 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Donnybrook Fair (https://www.notion.so/Donnybrook-Fair-31904f42e3e0807ba316f6f387a89456?pvs=21)
Maude Miller (26-03-30),"March 30, 2026 8:35 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Maude Miller (https://www.notion.so/Maude-Miller-1f304f42e3e080318181c6fc08131ee0?pvs=21)
Lucy Campbell (26-03-30),"March 30, 2026 9:36 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Lucy Campbell (https://www.notion.so/Lucy-Campbell-2e604f42e3e080dc9033eb635534f58e?pvs=21)
Jenny's Welcome to Charlie (26-03-30),"March 30, 2026 11:04 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Jenny's Welcome to Charlie (https://www.notion.so/Jenny-s-Welcome-to-Charlie-30904f42e3e08092a529fae8e26f9a32?pvs=21)
The Rathawuan Slide (26-03-30),"March 30, 2026 10:46 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Rathawuan Slide (https://www.notion.so/The-Rathawuan-Slide-f71cc10f0540437c9eeaac6cc283f79d?pvs=21)
The Hare in the Corn (26-03-30),"March 30, 2026 10:46 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Hare in the Corn (https://www.notion.so/The-Hare-in-the-Corn-b8637a86c93b4580b4c5d57b0a99897b?pvs=21)
Dingle Regatta (26-03-30),"March 30, 2026 10:46 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Dingle Regatta (https://www.notion.so/Dingle-Regatta-a089fde022d4406a8bdb99c59fcfcae9?pvs=21)
The Mountain Road (26-03-30),"March 30, 2026 10:47 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Mountain Road (https://www.notion.so/The-Mountain-Road-93ac39c241844729911e998c0e1d351a?pvs=21)
Lady Anne Montgomery (26-03-30),"March 30, 2026 10:47 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Lady Anne Montgomery (https://www.notion.so/Lady-Anne-Montgomery-aa078c94d2784c07ac1baa6174f0ed45?pvs=21)
Silver Spear (26-03-30),"March 30, 2026 10:47 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Silver Spear (https://www.notion.so/Silver-Spear-e2e7928ec26e4745a4e5c8b7bdabcd8d?pvs=21)
The Connachtman's Rambles (26-03-30),"March 30, 2026 10:47 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Connachtman's Rambles (https://www.notion.so/The-Connachtman-s-Rambles-239e5e8a25604e9fb5d9f55b865da470?pvs=21)
Whiskey Before Breakfast (26-03-30),"March 30, 2026 10:47 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Whiskey Before Breakfast (https://www.notion.so/Whiskey-Before-Breakfast-22804f42e3e08078ae97ff902833ff50?pvs=21)
John Joe Harnett’s (26-03-30),"March 30, 2026 10:48 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),John Joe Harnett’s (https://www.notion.so/John-Joe-Harnett-s-3caa6fe31e88400f92ad88ef663f29ab?pvs=21)
Moss Murphys #1 (26-03-30),"March 30, 2026 10:48 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Moss Murphys #1 (https://www.notion.so/Moss-Murphys-1-9169545be89440eb8a13073fa4039b14?pvs=21)
Moss Murphys #2 (26-03-30),"March 30, 2026 10:48 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Moss Murphys #2 (https://www.notion.so/Moss-Murphys-2-c982ee29b72745789cce70be5aa5b88b?pvs=21)
Apples in Winter (26-03-30),"March 30, 2026 10:48 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Apples in Winter (https://www.notion.so/Apples-in-Winter-fc613a69d96e41c5bdec4a6f35359602?pvs=21)
The Frost Is All Over (26-03-30),"March 30, 2026 10:48 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Frost Is All Over (https://www.notion.so/The-Frost-Is-All-Over-cf80aaae2d6c47b1ad7528afb0650714?pvs=21)
Kitty Lie Over (26-03-30),"March 30, 2026 10:49 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Kitty Lie Over (https://www.notion.so/Kitty-Lie-Over-21a04f42e3e0802c8739fae6eeeae963?pvs=21)
Caoineadh uí Dhómnaill (26-03-30),"March 30, 2026 10:49 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Caoineadh uí Dhómnaill (https://www.notion.so/Caoineadh-u-Dh-mnaill-32504f42e3e0807aa12ef1b6a8a7e16d?pvs=21)
Bird in the Bush (26-03-31),"March 31, 2026 9:54 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Bird in the Bush (https://www.notion.so/Bird-in-the-Bush-127095877e7a42d4ba02594684b406a6?pvs=21)
Trip to Durrow (26-03-31),"March 31, 2026 9:54 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Trip to Durrow (https://www.notion.so/Trip-to-Durrow-2d004f42e3e080d296a2dccc031601c6?pvs=21)
The Laurel Tree (26-03-31),"March 31, 2026 9:54 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Laurel Tree (https://www.notion.so/The-Laurel-Tree-14504f42e3e0808b878ed27e1351f1a0?pvs=21)
The Mountain Road (26-03-31),"March 31, 2026 9:55 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Mountain Road (https://www.notion.so/The-Mountain-Road-93ac39c241844729911e998c0e1d351a?pvs=21)
Humours of Tulla (26-03-31),"March 31, 2026 10:21 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Humours of Tulla (https://www.notion.so/Humours-of-Tulla-25d04f42e3e0809d8feed8590d4a1c26?pvs=21)
Devaney’s Goat (26-03-31),"March 31, 2026 10:21 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Devaney’s Goat (https://www.notion.so/Devaney-s-Goat-25504f42e3e08051b33ec161abfadcbb?pvs=21)
Miss Monaghan (26-03-31),"March 31, 2026 10:21 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Miss Monaghan (https://www.notion.so/Miss-Monaghan-1de04f42e3e080d68159dc4e00b2bef8?pvs=21)
The Woods of Caol Rua (26-03-31),"March 31, 2026 1:24 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Woods of Caol Rua (https://www.notion.so/The-Woods-of-Caol-Rua-13d04f42e3e0802cbb4cd4c428d92849?pvs=21)
The Castle Jig (26-03-31),"March 31, 2026 5:37 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Castle Jig (https://www.notion.so/The-Castle-Jig-1d304f42e3e08034b8bad8e0a0f8fd4a?pvs=21)
Drummond Castle (26-03-31),"March 31, 2026 5:49 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Drummond Castle (https://www.notion.so/Drummond-Castle-14a04f42e3e0807db7a1f3643e927573?pvs=21)
The Yellow Wattle (26-03-31),"March 31, 2026 5:49 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Yellow Wattle (https://www.notion.so/The-Yellow-Wattle-29804f42e3e080f19160c1a20bee8159?pvs=21)
Pipe on the Hob (26-03-31),"March 31, 2026 5:49 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Pipe on the Hob (https://www.notion.so/Pipe-on-the-Hob-f35290ef6ff8479b8234689bd21386ac?pvs=21)
Apples in Winter (26-03-31),"March 31, 2026 10:18 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Apples in Winter (https://www.notion.so/Apples-in-Winter-fc613a69d96e41c5bdec4a6f35359602?pvs=21)
The West Clare Railway (26-03-31),"March 31, 2026 10:18 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The West Clare Railway (https://www.notion.so/The-West-Clare-Railway-2a004f42e3e08083b642c3c5bc81e97c?pvs=21)
